file_name,assembly_idx
0569.mol,10
0570.mol,12
0571.mol,12
0572.mol,11
0573.mol,11
0574.mol,9
0575.mol,11
0576.mol,10
0577.mol,7
0578.mol,9
0579.mol,12
0580.mol,8
0581.mol,11
0582.mol,10
0583.mol,7
0584.mol,11
0585.mol,8
0586.mol,13
0587.mol,8
0588.mol,10
0589.mol,15
0590.mol,13
0591.mol,9
0592.mol,7
0593.mol,7
0594.mol,12
0595.mol,12
0596.mol,10
0597.mol,11
0598.mol,11
0599.mol,9
0600.mol,9
0601.mol,11
0602.mol,11
0603.mol,11
0604.mol,11
0605.mol,11
0606.mol,12
0607.mol,12
0608.mol,14
0609.mol,10
0610.mol,8
0611.mol,11
0612.mol,10
0613.mol,12
0614.mol,10
0615.mol,8
0616.mol,10
0617.mol,10
0618.mol,9
0619.mol,10
0620.mol,10
0621.mol,11
0622.mol,10
0623.mol,8
0624.mol,12
0625.mol,12
0626.mol,10
0627.mol,12
0628.mol,11
0629.mol,12
0630.mol,14
0631.mol,9
0632.mol,12
0633.mol,11
0634.mol,13
0635.mol,12
0636.mol,10
0637.mol,9
0638.mol,12
0639.mol,14
0640.mol,13
0641.mol,10
0642.mol,11
0643.mol,9
0644.mol,11
0645.mol,9
0646.mol,9
0647.mol,11
0648.mol,12
0649.mol,11
0650.mol,10
0651.mol,12
0652.mol,12
0653.mol,9
0654.mol,8
0655.mol,11
0656.mol,10
0657.mol,9
0658.mol,9
0659.mol,11
0660.mol,12
0661.mol,12
0662.mol,8
0663.mol,10
0664.mol,9
0665.mol,11
0666.mol,9
0667.mol,10
0668.mol,9
0669.mol,9
0670.mol,11
0671.mol,10
0672.mol,11
0673.mol,12
0674.mol,9
0675.mol,11
0676.mol,11
0677.mol,10
0678.mol,13
0679.mol,8
0680.mol,12
0681.mol,13
0682.mol,9
0683.mol,11
0684.mol,9
0685.mol,11
0686.mol,11
0687.mol,10
0688.mol,11
0689.mol,11
0690.mol,12
0691.mol,7
0692.mol,10
0693.mol,11
0694.mol,14
0695.mol,9
0696.mol,14
0697.mol,9
0698.mol,11
0699.mol,12
0700.mol,13
0701.mol,12
0702.mol,11
0703.mol,10
0704.mol,14
0705.mol,11
0706.mol,12
0707.mol,13
0708.mol,12
0709.mol,9
0710.mol,15
0711.mol,10
0712.mol,11
0713.mol,12
0714.mol,11
0715.mol,8
0716.mol,11
0717.mol,9
0718.mol,12
0719.mol,11
0720.mol,11
0721.mol,9
0722.mol,10
0723.mol,9
0724.mol,8
0725.mol,10
0726.mol,13
0727.mol,10
0728.mol,11
0729.mol,12
0730.mol,10
0731.mol,10
0732.mol,8
0733.mol,10
0734.mol,10
0735.mol,10
0736.mol,12
0737.mol,13
0738.mol,10
0739.mol,10
0740.mol,14
0741.mol,12
0742.mol,11
0743.mol,13
0744.mol,14
0745.mol,13
0746.mol,8
0747.mol,10
0748.mol,12
0749.mol,12
0750.mol,12
0751.mol,9
0752.mol,13
0753.mol,13
0754.mol,14
0755.mol,11
0756.mol,14
0757.mol,10
0758.mol,13
0759.mol,8
0760.mol,9
0761.mol,11
0762.mol,13
0763.mol,13
0764.mol,12
0765.mol,9
0766.mol,9
0767.mol,8
0768.mol,12
0769.mol,10
0770.mol,9
0771.mol,12
0772.mol,13
0773.mol,10
0774.mol,12
0775.mol,10
0776.mol,9
0777.mol,13
0778.mol,12
0779.mol,10
0780.mol,11
0781.mol,9
0782.mol,13
0783.mol,9
0784.mol,9
0785.mol,10
0786.mol,10
0787.mol,9
0788.mol,13
0789.mol,13
0790.mol,10
0791.mol,10
0792.mol,11
0793.mol,11
0794.mol,14
0795.mol,10
0796.mol,14
0797.mol,7
0798.mol,10
0799.mol,10
0800.mol,10
