text,sentiment,weight
نوحه,غم,0.8
مرثیه,غم,0.7
سوگنامه,غم,0.8
عزا,غم,0.9
ترحیم,غم,0.7
تشییع,غم,0.6
تسلیت,غم,0.5
تعزیت,غم,0.5
دلداری,غم,0.4
تسلی,غم,0.4
تسکین,غم,0.5
آه,غم,0.8
اه,غم,0.8
افسوس,غم,0.7
حسرت,غم,0.8
أسف,غم,0.7
تأسف,غم,0.6
تاسفبار,غم,0.8
تیره‌روز,غم,0.9
تاریک‌روز,غم,0.8
اسف,غم,0.7
تاسف,غم,0.6
تاسف بار,غم,0.8
تیره روز,غم,0.9
تاریک روز,غم,0.8
بدبختی,غم,0.9
بدفرجامی,غم,0.8
بدشانسی,غم,0.7
بد فرجامی,غم,0.8
بد شانسی,غم,0.7
ناخوشی,غم,0.6
بیماری,غم,0.7
مریضی,غم,0.6
درد,غم,0.8
رنج,غم,0.9
الم,غم,0.8
زجر,غم,0.9
عذاب,غم,1
شکنجه,غم,1.1
آزار,غم,0.9
اذیت,غم,0.8
تحقیر,غم,0.9
خفت,غم,0.8
خواری,غم,0.9
ذلت,غم,1
خجالت,غم,0.7
شرمساری,غم,0.8
سرافکندگی,غم,0.9
ننگ,غم,1
رسوایی,غم,1.1
بی‌آبرویی,غم,1
آبروریزی,غم,1.1
بی آبرویی,غم,1
آبرو ریزی,غم,1.1
ترسو,ترس,0.8
بزدل,ترس,0.9
جبن,ترس,0.8
هراس,ترس,1
وحشت,ترس,1.1
هول,ترس,1
لرز,ترس,0.8
لرزش,ترس,0.7
رعشه,ترس,0.8
تکان,ترس,0.6
لرزه,ترس,0.7
ترسیدن,ترس,1
هراسیدن,ترس,1
وحشت‌زدگی,ترس,1.1
ترس‌آلود,ترس,0.9
وحشت زدگی,ترس,1.1
ترس آلود,ترس,0.9
ترسان,ترس,0.8
ترسناک,ترس,1
هولناک,ترس,1.1
وحشتناک,ترس,1.2
ترس ناک,ترس,1
هول ناک,ترس,1.1
وحشت ناک,ترس,1.2
مخوف,ترس,1
مهیب,ترس,0.9
هیبت,ترس,0.8
هیبت‌انگیز,ترس,0.9
ترس‌انگیز,ترس,1
وحشت‌انگیز,ترس,1.1
خوفناک,ترس,1
خوف‌انگیز,ترس,0.9
هیبت انگیز,ترس,0.9
ترس انگیز,ترس,1
وحشت انگیز,ترس,1.1
خوف ناک,ترس,1
خوف انگیز,ترس,0.9
بیم,ترس,0.7
نگرانی,ترس,0.8
اضطراب,ترس,0.9
دلهره,ترس,0.8
دلشوره,ترس,0.9
دل شوره,ترس,0.9
تشویش,ترس,0.8
پریشانی,ترس,0.7
ناآرامی,ترس,0.6
بی‌قراری,ترس,0.7
بی‌تابی,ترس,0.6
نا آرامی,ترس,0.6
بی قراری,ترس,0.7
بی تابی,ترس,0.6
بیقراری,ترس,0.7
بیتابی,ترس,0.6
عصبانیت,عصبانیت,1
عصبی,عصبانیت,1
خشم,عصبانیت,1.1
غضب,عصبانیت,1
قهر,عصبانیت,0.9
خشونت,عصبانیت,1.2
پرخاش,عصبانیت,1
تندخویی,عصبانیت,0.9
تندمزاجی,عصبانیت,0.8
برافروختگی,عصبانیت,0.9
جوش,عصبانیت,0.8
خروش,عصبانیت,0.9
فریاد,عصبانیت,0.8
داد,عصبانیت,0.9
بیداد,عصبانیت,1
ستم,عصبانیت,1
ستمگری,عصبانیت,1.1
ظلم,عصبانیت,1
ستمکاری,عصبانیت,1.1
بیدادگری,عصبانیت,1
ستم‌پیشه,عصبانیت,1
ستم پیشه,عصبانیت,1
ستمگر,عصبانیت,1.1
ظالم,عصبانیت,1
جفاکار,عصبانیت,0.9
ستم‌پیشه,عصبانیت,1
ستم‌پیشگی,عصبانیت,1.1
ستم پیشه,عصبانیت,1
ستم پیشگی,عصبانیت,1.1
نفرت,تنفر,1
کراهت,تنفر,0.9
انزجار,تنفر,1
بیزاری,تنفر,0.8
مشمئزکننده,تنفر,1.1
تهوع‌آور,تنفر,1.2
منزجرکننده,تنفر,1.1
نفرت‌انگیز,تنفر,1
انزجارآور,تنفر,1.1
مزخرف,تنفر,0.9
پوچ,تنفر,0.8
بی‌معنی,تنفر,0.7
بی‌مزه,تنفر,0.6
بیمعنی,تنفر,0.7
بیمزه,تنفر,0.6
کثیف,تنفر,1
ناپاک,تنفر,0.9
آلوده,تنفر,0.8
منفور,تنفر,1
مذموم,تنفر,0.9
ملعون,تنفر,1.1
نفرین‌شده,تنفر,1
لعنت‌شده,تنفر,1.1
نفرین‌ شده,تنفر,1
لعنت‌ شده,تنفر,1.1
نفرین,عصبانیت,1
لعنت,عصبانیت,1.1
فحش,عصبانیت,1.2
ناسزا,عصبانیت,1
دشنام,عصبانیت,1
توهین,عصبانیت,1.1
بی‌احترامی,عصبانیت,1
توهین‌آمیز,عصبانیت,1.1
تحقیرآمیز,عصبانیت,1
بی احترامی,عصبانیت,1
توهین آمیز,عصبانیت,1.1
تحقیر آمیز,عصبانیت,1
سرزنش,عصبانیت,0.9
ملامت,عصبانیت,0.8
سرکوفت,عصبانیت,0.9
عتاب,عصبانیت,0.8
شگفتی,شگفتی,1
تعجب,شگفتی,0.9
حیرت,شگفتی,1
عجب,شگفتی,0.8
هاج,شگفتی,0.7
وای,شگفتی,0.6
آفرین,شگفتی,0.5
وااای,شگفتی,0.6
واای,شگفتی,0.6
متعجب,شگفتی,0.7
شگفت‌زده,شگفتی,0.8
شگفت‌ ‌زده,شگفتی,0.8
عجیب,شگفتی,0.8
غریب,شگفتی,0.7
شگفت‌ ‌انگیز,شگفتی,1
حیرت‌ آور,شگفتی,1.1
خارق‌ ‌العاده,شگفتی,1
عجیب و غریب,شگفتی,0.9
شگفت,شگفتی,1
متعجب‌کننده,شگفتی,0.8
حیرت‌انگیز,شگفتی,1.1
متعجب‌ ‌کننده,شگفتی,0.8
حیرت انگیز,شگفتی,1.1
عجوب,شگفتی,0.6
نادر,شگفتی,0.7
کمیاب,شگفتی,0.6
استثنایی,شگفتی,0.9
بی‌نظیر,شگفتی,0.8
منحصر به فرد,شگفتی,0.9
خاص,شگفتی,0.7
ویژه,شگفتی,0.6
آرامش,آرامش,1
آرام,آرامش,0.9
صلح,آرامش,0.8
آسایش,آرامش,0.9
راحت,آرامش,0.8
سکون,آرامش,0.7
طمأنینه,آرامش,0.6
آسودگی,آرامش,0.8
رفاه,آرامش,0.7
سکوت,آرامش,0.6
آرامش‌بخش,آرامش,0.9
تسکین‌دهنده,آرامش,0.8
آرام‌کننده,آرامش,0.9
سکون‌بخش,آرامش,0.7
آسایش‌دهنده,آرامش,0.8
رفاه‌بخش,آرامش,0.7
آرامش‌بخشی,آرامش,0.8
تسکین‌بخش,آرامش,0.9
آرامش‌دادن,آرامش,0.8
سکوت‌بخش,آرامش,0.6
بی‌سروصدا,آرامش,0.5
بی‌دغدغه,آرامش,0.8
بی‌خیال,آرامش,0.5
ریلکس,آرامش,0.6
آسوده,آرامش,0.8
بی‌قرار,ترس,0.7
بی‌تاب,ترس,0.6
ناآرام,ترس,0.7
پریشان,ترس,0.8
مضطرب,ترس,0.9
دلواپس,ترس,0.7
نگران,ترس,0.8
هراسان,ترس,0.9
وحشت‌زده,ترس,1
ترسان,ترس,0.8
لرزان,ترس,0.7
مرتعش,ترس,0.8
لرزنده,ترس,0.7
هراسیده,ترس,0.9
وحشت‌کرده,ترس,1
ترسیده,ترس,0.9
خوف‌زده,ترس,0.8
بیمار,غم,0.7
ناخوش,غم,0.6
مریض,غم,0.7
دردمند,غم,0.8
رنجور,غم,0.9
الم‌زده,غم,0.8
زجرکشیده,غم,0.9
عذاب‌دیده,غم,1
شکنجه‌شده,غم,1.1
آزاردیده,غم,0.9
اذیت‌شده,غم,0.8
تحقیرشده,غم,0.9
خوارشده,غم,0.8
ذلیل‌شده,غم,1
خجل,غم,0.7
شرمسار,غم,0.8
سرافکنده,غم,0.9
ننگین,غم,1
رسوا,غم,1.1
بی‌آبرو,غم,1
آبروباخته,غم,1.1
شاد,شادی,0.9
خندان,شادی,0.8
خوش‌رو,شادی,0.7
خوش‌سیما,شادی,0.6
خوش‌تیپ,شادی,0.5
خوش‌پوش,شادی,0.4
خوش‌برخورد,شادی,0.6
خوش‌مشرب,شادی,0.5
خوش‌خلق,شادی,0.6
خوش‌طینت,شادی,0.7
خوش‌دل,شادی,0.8
خوش‌گذران,شادی,0.6
خوش‌گذر,شادی,0.5
خوش‌حال,شادی,1
خوش‌وقت,شادی,0.8
خوش‌یمن,شادی,0.5
خوش‌آیند,شادی,0.7
خوش‌اینگ,شادی,0.6
خوش‌الحان,شادی,0.5
خوش‌آواز,شادی,0.4
خوش‌آهنگ,شادی,0.5
خوش‌ریتم,شادی,0.4
خوش‌نوا,شادی,0.5
خوش‌سلیقه,شادی,0.6
خوش‌ذوق,شادی,0.5
خوش‌مزه,شادی,0.5
خوش‌طعم,شادی,0.4
خوش‌عطر,شادی,0.4
خوش‌بو,شادی,0.4
خوش‌گوار,شادی,0.6
خوش‌ایست,شادی,0.5
خوش‌منظر,شادی,0.6
خوش‌نما,شادی,0.5
خوش‌طرح,شادی,0.4
خوش‌ترکیب,شادی,0.5
خوش‌اندام,شادی,0.6
خوش‌هیکل,شادی,0.5
خوش‌تیپ,شادی,0.6
خوش‌قیافه,شادی,0.5
خوش‌صورت,شادی,0.6
خوش‌چهره,شادی,0.5
خوش‌لب,شادی,0.4
خوش‌زبان,شادی,0.6
خوش‌بیان,شادی,0.5
خوش‌کلام,شادی,0.6
خوش‌صحبت,شادی,0.5
خوش‌محضر,شادی,0.6
خوش‌همنشین,شادی,0.5
خوش‌رفتار,شادی,0.6
خوش‌کردار,شادی,0.5
خوش‌سیرت,شادی,0.6
خوش‌طینت,شادی,0.7
خوش‌فکر,شادی,0.6
خوش‌ذات,شادی,0.5
خوش‌سرشت,شادی,0.6
خوش‌طبع,شادی,0.5
خوش‌مزاج,شادی,0.6
خوش‌اخلاق,شادی,0.7
خوش‌روحیه,شادی,0.8
خوش‌بین,شادی,0.7
خوش‌امید,شادی,0.6
خوش‌آتیه,شادی,0.5
خوش‌عاقبت,شادی,0.6
خوش‌فرجام,شادی,0.5
خوش‌انجام,شادی,0.6
خوش‌عاقبت,شادی,0.5
خوش‌اقبال,شادی,0.6
خوش‌شانس,شادی,0.5
خوش‌بخت,شادی,1
خوش‌بختی,شادی,0.9
خوش‌بختی,شادی,0.9
خوش‌بختی,شادی,0.9
خوش‌بختی,شادی,0.9
خوش‌بختی,شادی,0.9
خوش‌بختی,شادی,0.9
خوش رو,شادی,0.7
خوش سیما,شادی,0.6
خوش تیپ,شادی,0.5
خوش پوش,شادی,0.4
خوش برخورد,شادی,0.6
خوش مشرب,شادی,0.5
خوش خلق,شادی,0.6
خوش طینت,شادی,0.7
خوش دل,شادی,0.8
خوش گذران,شادی,0.6
خوش گذر,شادی,0.5
خوش حال,شادی,1
خوش وقت,شادی,0.8
خوش یمن,شادی,0.5
خوشایند,شادی,0.7
خوش اینگ,شادی,0.6
خوش الحان,شادی,0.5
خوش آواز,شادی,0.4
خوش آهنگ,شادی,0.5
خوش ریتم,شادی,0.4
خوش نوا,شادی,0.5
خوش سلیقه,شادی,0.6
خوش ذوق,شادی,0.5
خوشمزه,شادی,0.5
خوش طعم,شادی,0.4
خوش عطر,شادی,0.4
خوشبو,شادی,0.4
خوشگوار,شادی,0.6
خوش ایست,شادی,0.5
خوش منظر,شادی,0.6
خوش نما,شادی,0.5
خوش طرح,شادی,0.4
خوش ترکیب,شادی,0.5
خوش اندام,شادی,0.6
خوش هیکل,شادی,0.5
خوشتیپ,شادی,0.6
خوش قیافه,شادی,0.5
خوش صورت,شادی,0.6
خوش چهره,شادی,0.5
خوش لب,شادی,0.4
خوش زبان,شادی,0.6
خوش بیان,شادی,0.5
خوش کلام,شادی,0.6
خوش صحبت,شادی,0.5
خوش محضر,شادی,0.6
خوش همنشین,شادی,0.5
خوشرفتار,شادی,0.6
خوش کردار,شادی,0.5
خوش سیرت,شادی,0.6
خوش طینت,شادی,0.7
خوش فکر,شادی,0.6
خوش ذات,شادی,0.5
خوش سرشت,شادی,0.6
خوش طبع,شادی,0.5
خوش مزاج,شادی,0.6
خوش اخلاق,شادی,0.7
خوش روحیه,شادی,0.8
خوش بین,شادی,0.7
خوش امید,شادی,0.6
خوش آتیه,شادی,0.5
خوش عاقبت,شادی,0.6
خوش فرجام,شادی,0.5
خوش انجام,شادی,0.6
خوش عاقبت,شادی,0.5
خوش اقبال,شادی,0.6
خوش شانس,شادی,0.5
خوشبخت,شادی,1
خوشبختی,شادی,0.9
خوش بختی,شادی,0.9
خوشبختی,شادی,0.9
بانشاط,شادی,0.9
خرم,شادی,0.8
خشنود,شادی,0.9
خوش,شادی,0.9
سرحال,شادی,0.8
سرخوش,شادی,0.8
اندوهگین,غم,0.9
شاد,شاد,1.0
شادابی,شادی,0.8
فرح بخش,شادی,0.9
شورآفرین,شادی,0.8
طربناک,شادی,0.7
نشاط آور,شادی,0.8
مسرت بخش,شادی,0.9
خرمی,شادی,0.8
شکوفایی,شادی,0.7
پیروزمندانه,شادی,0.9
سعادت,شادی,0.8
خجسته,شادی,0.7
مبارک,شادی,0.6
فرخنده,شادی,0.7
میخوش,شادی,0.5
شادزیست,شادی,0.6
خوشبختی,شادی,0.9
خرامان,شادی,0.5
شادپیمان,شادی,0.6
خوشاخبار,شادی,0.7
مسرورکننده,شادی,0.8
شادافزون,شادی,0.7
خوشروز,شادی,0.6
فرحناک,شادی,0.8
نشاطانگیز,شادی,0.7
طربانگیز,شادی,0.6
خوشایندگی,شادی,0.7
شادمانی,شادی,0.9
خوشگذران,شادی,0.6
شادکامی,شادی,0.8
خرسند,شادی,0.7
خوشنشین,شادی,0.5
شادخوار,شادی,0.6
میگسار,شادی,0.4
پاکشاد,شادی,0.5
دلآزرده,غم,0.8
دلشکسته,غم,0.9
دلگیر,غم,0.7
دلخون,غم,0.9
غمزده,غم,0.8
سینهچاک,غم,0.7
دلتنگی,غم,0.8
غمگسار,غم,0.6
دلواپس,غم,0.7
دلآزردگی,غم,0.8
دلشکستگی,غم,0.9
دلآزاری,غم,0.7
سنگدل,غم,0.6
دلخراش,غم,0.8
دلآزار,غم,0.7
دلشور,غم,0.6
دلگداخته,غم,0.7
دلآزردگی,غم,0.8
دلنگران,غم,0.7
دلشورانی,غم,0.6
دلخستگی,غم,0.7
دلآزردگی,غم,0.8
غمگین,غم,0.9
اندوهناک,غم,0.8
سوگوار,غم,1
ماتمکده,غم,0.9
عزاگاه,غم,0.8
نوحهسرا,غم,0.7
مرثیهخوان,غم,0.6
سوگنامه,غم,0.7
داغدل,غم,0.8
غمخوار,غم,0.7
دلآزرده,غم,0.8
لرزهبراندام,ترس,0.9
هراسانگیز,ترس,1.1
وحشتزده,ترس,1
لرزان,ترس,0.8
مرتعش,ترس,0.7
هراسان,ترس,0.9
بیمناک,ترس,0.8
وحشتآفرین,ترس,1.2
ترساننده,ترس,1
هولناک,ترس,1.1
لرزاننده,ترس,0.7
هراسآور,ترس,1
وحشتکار,ترس,1.1
ترسفزا,ترس,0.9
لرزشآور,ترس,0.8
هولآور,ترس,1
مخوفنما,ترس,0.9
وحشتزا,ترس,1.1
ترسآگین,ترس,0.8
لرزهآفرین,ترس,0.9
هراسافکن,ترس,1
وحشتانگیز,ترس,1.2
خشمگین,عصبانیت,1
برآشفته,عصبانیت,0.9
خروشان,عصبانیت,0.8
غضبناک,عصبانیت,1
خشمآلود,عصبانیت,1.1
تندخو,عصبانیت,0.9
پرخاشگر,عصبانیت,1
عصبانی,عصبانیت,1
جوشان,عصبانیت,0.8
خشمآگین,عصبانیت,1
غضبآلود,عصبانیت,1
تندمزاج,عصبانیت,0.9
خشمپیشه,عصبانیت,1
خروشنده,عصبانیت,0.8
برافروخته,عصبانیت,0.9
خشمگیر,عصبانیت,1
غضبگیر,عصبانیت,1
خشمناک,عصبانیت,1.1
تندرو,عصبانیت,0.8
پرخاشجو,عصبانیت,1
عصبانگیز,عصبانیت,1
مشمئزکننده,تنفر,1.2
انزجارآور,تنفر,1.1
تهوعزا,تنفر,1.3
نفرتانگیز,تنفر,1.1
بیزارکننده,تنفر,1
کراهتآور,تنفر,0.9
منفور,تنفر,1
مذموم,تنفر,0.8
ملعون,تنفر,1.2
نفرینشده,تنفر,1.1
مزخرف,تنفر,0.9
پست,تنفر,1
کثیف,تنفر,1.1
ناپاک,تنفر,0.9
آلوده,تنفر,0.8
منزجرکننده,تنفر,1.1
تنفرآمیز,تنفر,1
بیزارانه,تنفر,0.9
نفرتپراکن,تنفر,1.1
کراهتانگیز,تنفر,0.9
انزجارانگیز,تنفر,1
شگفتزده,شگفتی,0.8
حیرتانگیز,شگفتی,1.1
عجیب,شگفتی,0.9
خارقالعاده,شگفتی,1
شگرف,شگفتی,0.8
حیرتآور,شگفتی,1
عجوب,شگفتی,0.7
نادر,شگفتی,0.8
کمنظیر,شگفتی,0.9
استثنایی,شگفتی,0.9
شگفتانگیز,شگفتی,1
عجایب,شگفتی,0.7
شگفتآور,شگفتی,0.9
حیرتزا,شگفتی,1
عجیبالخلقه,شگفتی,0.6
عجایبنما,شگفتی,0.7
شگفتیساز,شگفتی,0.8
حیرتافکن,شگفتی,1
آرامشبخش,آرامش,0.9
سکون,آرامش,0.8
آسودگی,آرامش,0.7
طمانینه,آرامش,0.6
آرامشدهنده,آرامش,0.9
بی‌دغدغه,آرامش,0.8
بی‌قرار,آرامش,0.5
آسایشگر,آرامش,0.7
سکوتآمیز,آرامش,0.6
آرامشآفرین,آرامش,0.8
سکونبخش,آرامش,0.7
آرامشگاه,آرامش,0.6
آرامیده,آرامش,0.7
بی‌آشوب,آرامش,0.8
بی‌جنبش,آرامش,0.6
آرامشگرا,آرامش,0.7
سکوندهنده,آرامش,0.6
شادی آفرین,شادی,1.2
غم بی پایان,غم,1.1
ترس از ناشناخته,ترس,1
خشم مقدس,عصبانیت,1.3
تنفر عمیق,تنفر,1.2
شگفتی محض,شگفتی,1
آرامش درونی,آرامش,1
دل شکسته,غم,0.9
خوشحالی واقعی,شادی,1
وحشت شبانه,ترس,1.1
عصبانیت کور,عصبانیت,1.2
تنفر پنهان,تنفر,1
شگفتی ناباورانه,شگفتی,0.9
آرامش پس از طوفان,آرامش,0.8
خشم فروخورده,عصبانیت,1.1
غم ابدی,غم,1.2
ترس از مرگ,ترس,1.3
شادی زودگذر,شادی,0.7
آرامش ذهنی,آرامش,0.9
تنفر آشکار,تنفر,1
خوشگلی,شادی,0.6
بی‌حالی,غم,0.7
ترسوک,ترس,0.8
عصبانی‌ک,عصبانیت,0.9
مزخرفن,تنفر,1
عجب چیز,شگفتی,0.7
آرومبخشی,آرامش,0.6
دلخوشی,شادی,0.5
غمباد,غم,0.8
ترس‌و‌لرز,ترس,1
عصبانیت‌پاشی,عصبانیت,1
تنفربازی,تنفر,1
شگفتیس,شگفتی,0.6
آرامشی,آرامش,0.5
می‌خندد,شادی,0.8
گریه می‌کند,غم,0.9
می‌لرزد,ترس,0.8
فریاد می‌زند,عصبانیت,1
منتفر است,تنفر,1
تعجب می‌کند,شگفتی,0.7
آرام می‌گیرد,آرامش,0.6
خوشحال می‌شود,شادی,0.9
ناراحت می‌شود,غم,0.8
می‌ترسد,ترس,1
عصبانی می‌شود,عصبانیت,1
مشمئز می‌شود,تنفر,1
شگفت‌زده می‌شود,شگفتی,0.8
آرامش می‌یابد,آرامش,0.7
دلآزرده,غم,0.8
دل آزرده,غم,0.8
دلازرده,غم,0.8
دل ازرده,غم,0.8
دل_آزرده,غم,0.8
دل-آزرده,غم,0.8
خوشحال,شادی,1
خوش حال,شادی,1
خوشحال,شادی,1
خوش‌حال,شادی,1
خوش_حال,شادی,1
خوش-حال,شادی,1
اندوهگین,غم,0.9
اندوه گین,غم,0.9
اندوهگين,غم,0.9
اندوه گين,غم,0.9
اندوه_گین,غم,0.9
اندوه-گین,غم,0.9
ترسناک,ترس,1
ترس ناک,ترس,1
ترسناک,ترس,1
ترس_ناک,ترس,1
ترس-ناک,ترس,1
شادمانی,شادی,1.1
شاد مانی,شادی,1.1
شادمانی,شادی,1.1
شاد_مانی,شادی,1.1
شاد-مانی,شادی,1.1
عصبانیت,عصبانیت,1
عصب انیت,عصبانیت,1
عصبانیت,عصبانیت,1
عصب_انی,عصبانیت,1
عصب-انی,عصبانیت,1
تنفرانگیز,تنفر,1.1
تنفر انگیز,تنفر,1.1
تنفرانگیز,تنفر,1.1
تنفر_انگیز,تنفر,1.1
تنفر-انگیز,تنفر,1.1
آرامش‌بخش,آرامش,0.9
آرامش بخش,آرامش,0.9
آرامشبخش,آرامش,0.9
آرامش_بخش,آرامش,0.9
آرامش-بخش,آرامش,0.9
دلشکسته,غم,0.9
دل شکسته,غم,0.9
دلشکسته,غم,0.9
دل_شکسته,غم,0.9
دل-شکسته,غم,0.9
خوشگل,شادی,0.5
خوش گل,شادی,0.5
خوشگل,شادی,0.5
خوش_گل,شادی,0.5
خوش-گل,شادی,0.5
بی‌آبرویی,غم,1
بی آبرویی,غم,1
بی‌آبرويی,غم,1
بی_آبرویی,غم,1
بی-آبرویی,غم,1
نگران‌کننده,ترس,0.8
نگران کننده,ترس,0.8
نگرانکننده,ترس,0.8
نگران_کننده,ترس,0.8
نگران-کننده,ترس,0.8
شگفت‌انگیز,شگفتی,1
شگفت انگیز,شگفتی,1
شگفتانگیز,شگفتی,1
شگفت_انگیز,شگفتی,1
شگفت-انگیز,شگفتی,1
بی‌دغدغه,آرامش,0.8
بی دغدغه,آرامش,0.8
بی‌دغدغه,آرامش,0.8
بی_دغدغه,آرامش,0.8
بی-دغدغه,آرامش,0.8
پریشان‌حال,غم,0.7
پریشان حال,غم,0.7
پریشانحال,غم,0.7
پریشان_حال,غم,0.7
پریشان-حال,غم,0.7
دلسوز,غم,0.6
دل سوز,غم,0.6
دلسوز,غم,0.6
دل_سوز,غم,0.6
دل-سوز,غم,0.6
خوش‌بین,شادی,0.7
خوش بین,شادی,0.7
خوشبین,شادی,0.7
خوش_بین,شادی,0.7
خوش-بین,شادی,0.7
می‌خندد,شادی,0.8
میخندد,شادی,0.8
خواهد خندید,شادی,0.7
خندید,شادی,0.7
خندانده,شادی,0.6
شادی میکند,شادی,0.9
شاد می‌شود,شادی,0.9
خوشحال می‌گردد,شادی,0.8
مسرور میشود,شادی,0.7
شکوفا می‌شود,شادی,0.6
می‌رقصد,شادی,0.7
میرقصد,شادی,0.7
پرواز می‌کند,شادی,0.5
شادمانی می‌کند,شادی,0.8
گریه می‌کند,غم,0.9
میکشد,غم,0.8
نالید,غم,0.7
ناله می‌کند,غم,0.7
می‌نالد,غم,0.7
دلگیر میشود,غم,0.8
دلشکسته می‌شود,غم,0.9
محزون می‌گردد,غم,0.7
سوگوار است,غم,0.8
اندوهگین میشود,غم,0.7
آه میکشد,غم,0.6
می‌لرزد,ترس,0.8
لرزید,ترس,0.7
هراسان میشود,ترس,0.9
وحشت میکند,ترس,1
ترسید,ترس,0.8
می‌ترسد,ترس,0.9
خواهد ترسید,ترس,0.7
گریخت,ترس,0.8
فرار کرد,ترس,0.7
پنهان شد,ترس,0.6
فریاد می‌زند,عصبانیت,1.1
فریاد زد,عصبانیت,1
خشم گرفت,عصبانیت,0.9
عصبی شد,عصبانیت,0.8
اخم کرد,عصبانیت,0.7
کوبید,عصبانیت,0.8
پرتاب کرد,عصبانیت,0.7
ناسزا گفت,عصبانیت,1
فحش داد,عصبانیت,1.1
مشت کوبید,عصبانیت,0.9
مشمئز میشود,تنفر,1
بیزار است,تنفر,0.9
نفرت دارد,تنفر,1
انزجار میورزد,تنفر,1.1
تهوع آورد,تنفر,1.2
پرهیز میکند,تنفر,0.7
طرد کرد,تنفر,0.8
دور انداخت,تنفر,0.7
تحقیر میکند,تنفر,0.9
نفرین فرستاد,تنفر,1
تعجب کرد,شگفتی,0.8
شگفت‌زده شد,شگفتی,0.9
حیرت کرد,شگفتی,0.7
مبهوت ماند,شگفتی,0.8
خیره شد,شگفتی,0.6
فریاد زد وای,شگفتی,0.5
سوت کشید,شگفتی,0.4
کف زد,شگفتی,0.3
آرام گرفت,آرامش,0.8
استراحت کرد,آرامش,0.7
آسوده شد,آرامش,0.7
نفس کشید,آرامش,0.6
مدیتیشن کرد,آرامش,0.5
آرام شد,آرامش,0.8
سکوت کرد,آرامش,0.6
دراز کشید,آرامش,0.5
ریلکس کرد,آرامش,0.4
آسایش یافت,آرامش,0.7
خوشحال می‌شود,شادی,0.8
غمگین می‌گردد,غم,0.7
وحشت زده شد,ترس,1
عصبانی می‌شود,عصبانیت,0.9
متنفر می‌شود,تنفر,1
شگفت‌زده می‌شود,شگفتی,0.7
آرام می‌گیرد,آرامش,0.8
دلشکسته می‌شود,غم,0.9
ترس برش داشت,ترس,1
خشمگین می‌گردد,عصبانیت,1
آرامش می‌یابد,آرامش,0.7
عوضی,عصبانیت,1
احمق,عصبانیت,1
کودن,عصبانیت,1
لاشی,عصبانیت,1
کصکش,عصبانیت,1
کیری,عصبانیت,1
کونده,عصبانیت,1
حرومزاده,عصبانیت,1
حروم زاده,عصبانیت,1
حروم لقمه,عصبانیت,1
کونی,عصبانیت,1
جنده,عصبانیت,1
مادر جنده,عصبانیت,1
مادرجنده,عصبانیت,1
حرومی,عصبانیت,1
بی عرضه,عصبانیت,1
کاکولد,عصبانیت,1
دوزاری,عصبانیت,1
نمک نشناس,عصبانیت,1
خارکصه,عصبانیت,1
جنده پولی,عصبانیت,1
اوب,عصبانیت,1
