file_name,assembly_idx
0202.mol,4
0203.mol,4
0204.mol,4
0205.mol,3
0206.mol,3
0207.mol,4
0208.mol,3
0209.mol,3
0210.mol,4
0211.mol,4
0212.mol,3
0213.mol,4
0214.mol,3
0215.mol,3
0216.mol,4
0217.mol,5
0218.mol,4
0219.mol,4
0220.mol,4
0221.mol,4
0222.mol,4
0223.mol,4
0224.mol,3
0225.mol,3
0226.mol,4
0227.mol,4
0228.mol,5
0229.mol,4
0230.mol,4
0231.mol,4
0232.mol,4
0233.mol,3
0234.mol,4
0235.mol,3
0236.mol,3
0237.mol,4
0238.mol,4
0239.mol,4
0240.mol,4
0241.mol,4
0242.mol,4
0243.mol,4
0244.mol,4
0245.mol,3
0246.mol,4
0247.mol,4
0248.mol,4
0249.mol,3
0250.mol,4
0251.mol,3
0252.mol,4
0253.mol,4
0254.mol,5
0255.mol,4
0256.mol,3
0257.mol,3
0258.mol,4
0259.mol,3
0260.mol,4
0261.mol,4
0262.mol,5
0263.mol,3
0264.mol,4
0265.mol,3
0266.mol,3
0267.mol,3
0268.mol,4
0269.mol,4
0270.mol,4
0271.mol,4
0272.mol,4
0273.mol,4
0274.mol,4
0275.mol,4
0276.mol,4
0277.mol,4
0278.mol,4
0279.mol,4
0280.mol,4
0281.mol,4
0282.mol,4
0283.mol,4
0284.mol,4
0285.mol,4
0286.mol,3
0287.mol,4
0288.mol,4
0289.mol,4
0290.mol,4
0291.mol,4
0292.mol,4
0293.mol,3
0294.mol,3
0295.mol,3
0296.mol,5
0297.mol,4
0298.mol,3
0299.mol,4
0300.mol,4
0301.mol,3
0302.mol,4
0303.mol,4
0304.mol,3
0305.mol,4
0306.mol,4
0307.mol,4
0308.mol,4
0309.mol,3
0310.mol,4
0311.mol,4
0312.mol,4
0313.mol,4
0314.mol,3
0315.mol,4
0316.mol,4
0317.mol,4
0318.mol,3
0319.mol,4
0320.mol,4
0321.mol,4
0322.mol,4
0323.mol,3
0324.mol,3
0325.mol,4
0326.mol,5
0327.mol,3
0328.mol,4
0329.mol,4
0330.mol,4
0331.mol,4
0332.mol,4
0333.mol,4
0334.mol,4
0335.mol,4
0336.mol,4
0337.mol,4
0338.mol,4
0339.mol,4
0340.mol,4
0341.mol,5
0342.mol,4
0343.mol,4
0344.mol,4
0345.mol,4
0346.mol,4
0347.mol,4
0348.mol,3
0349.mol,4
0350.mol,5
0351.mol,4
0352.mol,4
0353.mol,4
0354.mol,4
0355.mol,4
0356.mol,4
0357.mol,4
0358.mol,4
0359.mol,4
0360.mol,3
0361.mol,4
0362.mol,3
0363.mol,4
0364.mol,4
0365.mol,4
0366.mol,5
0367.mol,3
0368.mol,5
0369.mol,4
0370.mol,4
0371.mol,4
0372.mol,4
0373.mol,3
0374.mol,3
0375.mol,4
0376.mol,4
0377.mol,3
0378.mol,4
0379.mol,3
0380.mol,4
0381.mol,4
0382.mol,4
0383.mol,3
0384.mol,3
0385.mol,4
0386.mol,4
0387.mol,4
0388.mol,5
0389.mol,4
0390.mol,4
0391.mol,4
0392.mol,4
0393.mol,4
0394.mol,4
0395.mol,4
0396.mol,4
0397.mol,4
0398.mol,4
0399.mol,4
0400.mol,3
0401.mol,4
0402.mol,5
0403.mol,4
0404.mol,5
0405.mol,5
0406.mol,4
0407.mol,5
0408.mol,6
0409.mol,5
0410.mol,5
0411.mol,5
0412.mol,6
0413.mol,4
0414.mol,4
0415.mol,4
0416.mol,5
0417.mol,4
0418.mol,6
0419.mol,5
0420.mol,4
0421.mol,5
0422.mol,4
0423.mol,4
0424.mol,4
0425.mol,6
0426.mol,5
0427.mol,5
0428.mol,5
0429.mol,5
0430.mol,5
0431.mol,4
0432.mol,5
0433.mol,5
0434.mol,4
0435.mol,5
0436.mol,5
0437.mol,5
0438.mol,5
0439.mol,4
0440.mol,5
0441.mol,5
0442.mol,5
0443.mol,5
0444.mol,5
0445.mol,5
0446.mol,6
0447.mol,6
0448.mol,4
0449.mol,4
0450.mol,4
0451.mol,5
0452.mol,5
0453.mol,5
0454.mol,5
0455.mol,4
0456.mol,4
0457.mol,5
0458.mol,5
0459.mol,6
0460.mol,5
0461.mol,5
0462.mol,6
0463.mol,5
0464.mol,5
0465.mol,5
0466.mol,6
0467.mol,4
0468.mol,4
0469.mol,5
0470.mol,6
0471.mol,5
0472.mol,6
0473.mol,4
0474.mol,5
0475.mol,6
0476.mol,4
0477.mol,5
0478.mol,4
0479.mol,5
0480.mol,5
0481.mol,4
0482.mol,5
0483.mol,5
0484.mol,4
0485.mol,6
0486.mol,4
0487.mol,5
0488.mol,4
0489.mol,5
0490.mol,6
0491.mol,5
0492.mol,5
0493.mol,6
0494.mol,5
0495.mol,4
0496.mol,5
0497.mol,6
0498.mol,4
0499.mol,4
0500.mol,5
0501.mol,6
0502.mol,4
0503.mol,4
0504.mol,5
0505.mol,4
0506.mol,4
0507.mol,5
0508.mol,6
0509.mol,4
0510.mol,5
0511.mol,5
0512.mol,4
0513.mol,4
0514.mol,5
0515.mol,5
0516.mol,5
0517.mol,6
0518.mol,5
0519.mol,5
0520.mol,3
0521.mol,5
0522.mol,5
0523.mol,4
0524.mol,5
0525.mol,4
0526.mol,5
0527.mol,4
0528.mol,5
0529.mol,5
0530.mol,5
0531.mol,4
0532.mol,6
0533.mol,6
0534.mol,5
0535.mol,4
0536.mol,4
0537.mol,4
0538.mol,5
0539.mol,4
0540.mol,5
0541.mol,6
0542.mol,5
0543.mol,6
0544.mol,4
0545.mol,5
0546.mol,5
0547.mol,4
0548.mol,5
0549.mol,5
0550.mol,5
0551.mol,5
0552.mol,4
0553.mol,5
0554.mol,5
0555.mol,5
0556.mol,5
0557.mol,4
0558.mol,4
0559.mol,4
0560.mol,4
0561.mol,4
0562.mol,5
0563.mol,4
0564.mol,5
0565.mol,5
0566.mol,5
0567.mol,5
0568.mol,4
0569.mol,5
0570.mol,4
0571.mol,5
0572.mol,6
0573.mol,5
0574.mol,5
0575.mol,6
0576.mol,5
0577.mol,4
0578.mol,5
0579.mol,5
0580.mol,5
0581.mol,6
0582.mol,5
0583.mol,4
0584.mol,5
0585.mol,5
0586.mol,3
0587.mol,4
0588.mol,4
0589.mol,5
0590.mol,5
0591.mol,5
0592.mol,4
0593.mol,6
0594.mol,5
0595.mol,5
0596.mol,5
0597.mol,5
0598.mol,5
0599.mol,4
0600.mol,4
0601.mol,5
0602.mol,6
0603.mol,5
0604.mol,5
0605.mol,5
0606.mol,5
0607.mol,6
0608.mol,5
0609.mol,6
0610.mol,6
0611.mol,5
0612.mol,5
0613.mol,5
0614.mol,5
0615.mol,7
0616.mol,5
0617.mol,6
0618.mol,5
0619.mol,7
0620.mol,6
0621.mol,6
0622.mol,4
0623.mol,6
0624.mol,7
0625.mol,6
0626.mol,6
0627.mol,6
0628.mol,5
0629.mol,5
0630.mol,5
0631.mol,6
0632.mol,7
0633.mol,6
0634.mol,6
0635.mol,5
0636.mol,4
0637.mol,5
0638.mol,4
0639.mol,6
0640.mol,5
0641.mol,7
0642.mol,8
0643.mol,7
0644.mol,6
0645.mol,6
0646.mol,6
0647.mol,6
0648.mol,5
0649.mol,5
0650.mol,5
0651.mol,5
0652.mol,6
0653.mol,6
0654.mol,6
0655.mol,6
0656.mol,5
0657.mol,6
0658.mol,7
0659.mol,4
0660.mol,5
0661.mol,6
0662.mol,5
0663.mol,7
0664.mol,6
0665.mol,6
0666.mol,6
0667.mol,4
0668.mol,5
0669.mol,6
0670.mol,5
0671.mol,6
0672.mol,5
0673.mol,5
0674.mol,5
0675.mol,6
0676.mol,5
0677.mol,6
0678.mol,6
0679.mol,6
0680.mol,4
0681.mol,6
0682.mol,5
0683.mol,7
0684.mol,6
0685.mol,5
0686.mol,6
0687.mol,5
0688.mol,5
0689.mol,4
0690.mol,5
0691.mol,7
0692.mol,6
0693.mol,5
0694.mol,6
0695.mol,5
0696.mol,5
0697.mol,6
0698.mol,5
0699.mol,6
0700.mol,6
0701.mol,5
0702.mol,6
0703.mol,5
0704.mol,5
0705.mol,5
0706.mol,6
0707.mol,6
0708.mol,5
0709.mol,5
0710.mol,4
0711.mol,6
0712.mol,5
0713.mol,6
0714.mol,6
0715.mol,5
0716.mol,6
0717.mol,6
0718.mol,5
0719.mol,5
0720.mol,7
0721.mol,5
0722.mol,6
0723.mol,7
0724.mol,5
0725.mol,5
0726.mol,7
0727.mol,5
0728.mol,6
0729.mol,6
0730.mol,7
0731.mol,4
0732.mol,5
0733.mol,5
0734.mol,6
0735.mol,5
0736.mol,6
0737.mol,4
0738.mol,5
0739.mol,4
0740.mol,6
0741.mol,6
0742.mol,6
0743.mol,4
0744.mol,5
0745.mol,4
0746.mol,5
0747.mol,6
0748.mol,7
0749.mol,4
0750.mol,5
0751.mol,5
0752.mol,7
0753.mol,6
0754.mol,5
0755.mol,4
0756.mol,6
0757.mol,5
0758.mol,4
0759.mol,6
0760.mol,5
0761.mol,6
0762.mol,6
0763.mol,6
0764.mol,7
0765.mol,7
0766.mol,4
0767.mol,5
0768.mol,5
0769.mol,6
0770.mol,4
0771.mol,5
0772.mol,5
0773.mol,4
0774.mol,6
0775.mol,6
0776.mol,5
0777.mol,4
0778.mol,7
0779.mol,5
0780.mol,5
0781.mol,6
0782.mol,6
0783.mol,5
0784.mol,5
0785.mol,4
0786.mol,5
0787.mol,6
0788.mol,6
0789.mol,5
0790.mol,7
0791.mol,4
0792.mol,5
0793.mol,5
0794.mol,4
0795.mol,7
0796.mol,6
0797.mol,5
0798.mol,6
0799.mol,7
0800.mol,5
0801.mol,5
0802.mol,7
0803.mol,6
0804.mol,7
0805.mol,7
0806.mol,5
0807.mol,6
0808.mol,6
0809.mol,7
0810.mol,7
0811.mol,6
0812.mol,6
0813.mol,7
0814.mol,7
0815.mol,6
0816.mol,8
0817.mol,6
0818.mol,6
0819.mol,5
0820.mol,7
0821.mol,6
0822.mol,6
0823.mol,6
0824.mol,5
0825.mol,6
0826.mol,6
0827.mol,8
0828.mol,6
0829.mol,6
0830.mol,7
0831.mol,5
0832.mol,6
0833.mol,6
0834.mol,6
0835.mol,7
0836.mol,6
0837.mol,6
0838.mol,3
0839.mol,7
0840.mol,6
0841.mol,6
0842.mol,7
0843.mol,4
0844.mol,8
0845.mol,6
0846.mol,7
0847.mol,6
0848.mol,7
0849.mol,6
0850.mol,6
0851.mol,6
0852.mol,4
0853.mol,7
0854.mol,8
0855.mol,6
0856.mol,7
0857.mol,7
0858.mol,6
0859.mol,5
0860.mol,6
0861.mol,5
0862.mol,9
0863.mol,6
0864.mol,8
0865.mol,6
0866.mol,6
0867.mol,5
0868.mol,6
0869.mol,6
0870.mol,7
0871.mol,6
0872.mol,7
0873.mol,6
0874.mol,5
0875.mol,5
0876.mol,6
0877.mol,7
0878.mol,8
0879.mol,8
0880.mol,7
0881.mol,7
0882.mol,6
0883.mol,7
0884.mol,8
0885.mol,6
0886.mol,7
0887.mol,6
0888.mol,7
0889.mol,6
0890.mol,5
0891.mol,7
0892.mol,6
0893.mol,7
0894.mol,6
0895.mol,8
0896.mol,7
0897.mol,6
0898.mol,5
0899.mol,6
0900.mol,7
0901.mol,6
0902.mol,5
0903.mol,7
0904.mol,6
0905.mol,9
0906.mol,6
0907.mol,6
0908.mol,7
0909.mol,6
0910.mol,4
0911.mol,5
0912.mol,6
0913.mol,8
0914.mol,5
0915.mol,8
0916.mol,5
0917.mol,7
0918.mol,7
0919.mol,7
0920.mol,7
0921.mol,6
0922.mol,8
0923.mol,6
0924.mol,7
0925.mol,6
0926.mol,8
0927.mol,6
0928.mol,6
0929.mol,5
0930.mol,6
0931.mol,7
0932.mol,6
0933.mol,6
0934.mol,6
0935.mol,7
0936.mol,6
0937.mol,6
0938.mol,6
0939.mol,6
0940.mol,6
0941.mol,8
0942.mol,5
0943.mol,6
0944.mol,6
0945.mol,6
0946.mol,7
0947.mol,7
0948.mol,6
0949.mol,6
0950.mol,8
0951.mol,6
0952.mol,7
0953.mol,5
0954.mol,6
0955.mol,6
0956.mol,8
0957.mol,5
0958.mol,6
0959.mol,5
0960.mol,8
0961.mol,7
0962.mol,4
0963.mol,7
0964.mol,6
0965.mol,7
0966.mol,6
0967.mol,7
0968.mol,8
0969.mol,8
0970.mol,7
0971.mol,5
0972.mol,6
0973.mol,6
0974.mol,7
0975.mol,6
0976.mol,7
0977.mol,8
0978.mol,5
0979.mol,7
0980.mol,6
0981.mol,7
0982.mol,4
0983.mol,5
0984.mol,5
0985.mol,6
0986.mol,5
0987.mol,6
0988.mol,7
0989.mol,7
0990.mol,7
0991.mol,5
0992.mol,7
0993.mol,7
0994.mol,8
0995.mol,7
0996.mol,7
0997.mol,6
0998.mol,5
0999.mol,7
1000.mol,6
1001.mol,7
1002.mol,6
1003.mol,8
1004.mol,7
1005.mol,8
1006.mol,8
1007.mol,7
1008.mol,5
1009.mol,8
1010.mol,8
1011.mol,7
1012.mol,7
1013.mol,6
1014.mol,7
1015.mol,8
1016.mol,8
1017.mol,8
1018.mol,6
1019.mol,9
1020.mol,6
1021.mol,7
1022.mol,6
1023.mol,7
1024.mol,8
1025.mol,9
1026.mol,8
1027.mol,7
1028.mol,6
1029.mol,6
1030.mol,6
1031.mol,6
1032.mol,7
1033.mol,7
1034.mol,8
1035.mol,5
1036.mol,7
1037.mol,9
1038.mol,8
1039.mol,7
1040.mol,6
1041.mol,7
1042.mol,8
1043.mol,5
1044.mol,6
1045.mol,6
1046.mol,6
1047.mol,6
1048.mol,7
1049.mol,9
1050.mol,9
1051.mol,9
1052.mol,8
1053.mol,7
1054.mol,7
1055.mol,7
1056.mol,8
1057.mol,8
1058.mol,7
1059.mol,8
1060.mol,8
1061.mol,6
1062.mol,6
1063.mol,6
1064.mol,6
1065.mol,9
1066.mol,6
1067.mol,7
1068.mol,8
1069.mol,8
1070.mol,8
1071.mol,6
1072.mol,7
1073.mol,9
1074.mol,7
1075.mol,5
1076.mol,6
1077.mol,6
1078.mol,6
1079.mol,7
1080.mol,7
1081.mol,6
1082.mol,8
1083.mol,6
1084.mol,7
1085.mol,6
1086.mol,9
1087.mol,8
1088.mol,6
1089.mol,6
1090.mol,6
1091.mol,7
1092.mol,7
1093.mol,7
1094.mol,8
1095.mol,8
1096.mol,7
1097.mol,7
1098.mol,7
1099.mol,9
1100.mol,7
1101.mol,7
1102.mol,6
1103.mol,7
1104.mol,6
1105.mol,8
1106.mol,7
1107.mol,6
1108.mol,8
1109.mol,6
1110.mol,7
1111.mol,7
1112.mol,6
1113.mol,7
1114.mol,8
1115.mol,8
1116.mol,7
1117.mol,7
1118.mol,7
1119.mol,6
1120.mol,8
1121.mol,7
1122.mol,6
1123.mol,8
1124.mol,7
1125.mol,8
1126.mol,7
1127.mol,7
1128.mol,7
1129.mol,6
1130.mol,7
1131.mol,7
1132.mol,8
1133.mol,5
1134.mol,6
1135.mol,9
1136.mol,5
1137.mol,7
1138.mol,7
1139.mol,7
1140.mol,9
1141.mol,9
1142.mol,8
1143.mol,7
1144.mol,6
1145.mol,7
1146.mol,7
1147.mol,7
1148.mol,8
1149.mol,7
1150.mol,8
1151.mol,6
1152.mol,8
1153.mol,9
1154.mol,7
1155.mol,6
1156.mol,5
1157.mol,7
1158.mol,7
1159.mol,8
1160.mol,7
1161.mol,8
1162.mol,7
1163.mol,6
1164.mol,8
1165.mol,7
1166.mol,7
1167.mol,7
1168.mol,8
1169.mol,8
1170.mol,7
1171.mol,8
1172.mol,5
1173.mol,8
1174.mol,5
1175.mol,7
1176.mol,8
1177.mol,5
1178.mol,6
1179.mol,7
1180.mol,8
1181.mol,7
1182.mol,4
1183.mol,6
1184.mol,7
1185.mol,6
1186.mol,8
1187.mol,7
1188.mol,7
1189.mol,7
1190.mol,8
1191.mol,6
1192.mol,7
1193.mol,7
1194.mol,6
1195.mol,7
1196.mol,6
1197.mol,8
1198.mol,8
1199.mol,7
1200.mol,7
1201.mol,7
